game_date,player_name,min_off,min_on,added_time
2021-08-10,Callum McManaman,79,,0
2021-08-10,Liam Feeney,,79,0
2021-08-10,Elliott Nevitt,60,,0
2021-08-10,Jay Spearing,,65,0
2021-08-10,Ryan Watson,65,,0
2021-08-14,Liam Feeney,90,,4
2021-08-14,Callum McManaman,,60,0
2021-08-14,Paul Glatzel,60,,0
2021-08-14,Ryan Watson,,90,4
2021-08-17,Ryan Watson,72,,0
2021-08-17,Sam Foley,,72,0
2021-08-17,Emmanuel Dieseruvwe,77,,0
2021-08-17,Elliott Nevitt,,77,0
2021-08-17,Paul Glatzel,,72,0
2021-08-17,Liam Feeney,72,,0
2021-08-21,Ryan Watson,,77,0
2021-08-21,Kieron Morris,66,,0
2021-08-21,Emmanuel Dieseruvwe,,66,0
2021-08-21,Paul Glatzel,56,,0
2021-08-21,Callum McManaman,,56,0
2021-08-21,Sam Foley,77,,0
2021-08-28,Calum MacDonald,56,,0
2021-08-28,Chris Merrie,,56,0
2021-08-28,Ryan Watson,72,,0
2021-08-28,Emmanuel Dieseruvwe,,72,0
2021-08-28,Paul Glatzel,56,,0
2021-08-28,Kieron Morris,,56,0
2021-09-04,Nicky Maynard,61,,0
2021-09-04,Mark Duffy,73,,0
2021-09-04,Josh Hawkes,,73,0
2021-09-04,Callum McManaman,,61,0
2021-09-11,Joe Murphy,62,,0
2021-09-11,Liam Feeney,,50,0
2021-09-11,Tom Davies,86,,0
2021-09-11,Sam Foley,,78,0
2021-09-11,Ryan Watson,78,,0
2021-09-11,Nicky Maynard,,86,0
2021-09-11,Callum McManaman,50,,0
2021-09-11,Ross Doohan,,62,0
2021-09-14,Calum MacDonald,58,,0
2021-09-14,Joseph Maguire,,58,0
2021-09-14,Mark Duffy,75,,0
2021-09-14,Josh Hawkes,,75,0
2021-09-14,Nicky Maynard,58,,0
2021-09-14,Emmanuel Dieseruvwe,,58,0
2021-09-18,Callum McManaman,67,,0
2021-09-18,Nat Knight-Percival,,71,0
2021-09-18,Josh Hawkes,71,,0
2021-09-18,Lee O'Connor,,71,0
2021-09-18,Kieron Morris,71,,0
2021-09-18,Liam Feeney,,67,0
2021-09-25,Elliott Nevitt,72,,0
2021-09-25,Josh Hawkes,63,,0
2021-09-25,Nicky Maynard,,72,0
2021-09-25,Ryan Watson,,81,0
2021-09-25,Kieron Morris,81,,0
2021-09-25,Liam Feeney,,63,0
2021-10-02,Kieron Morris,82,,0
2021-10-02,Liam Feeney,,75,0
2021-10-02,Nicky Maynard,,90,0
2021-10-02,Elliott Nevitt,90,,0
2021-10-02,Lee O'Connor,,82,0
2021-10-02,Josh Hawkes,75,,0
2021-10-05,Stephen Walker,,66,0
2021-10-05,Paul Glatzel,66,,0
2021-10-05,Elliott Nevitt,,88,0
2021-10-05,Nicky Maynard,64,,0
2021-10-05,Emmanuel Dieseruvwe,,64,0
2021-10-05,Mark Duffy,88,,0
2021-10-08,Ryan Watson,,84,0
2021-10-08,Chris Merrie,,90,3
2021-10-08,Callum McManaman,82,,0
2021-10-08,Liam Feeney,,82,0
2021-10-08,Kieron Morris,84,,0
2021-10-08,Josh Hawkes,90,,3
2021-10-16,Callum McManaman,89,,0
2021-10-16,Ryan Watson,,89,0
2021-10-16,Kieron Morris,77,,0
2021-10-16,Lee O'Connor,,77,0
2021-10-16,Josh Hawkes,72,,0
2021-10-16,Liam Feeney,,72,0
2021-10-19,Josh Hawkes,62,,0
2021-10-19,Liam Feeney,,62,0
2021-10-23,Mark Duffy,,61,0
2021-10-23,Kieron Morris,61,,0
2021-10-23,Sam Foley,78,,0
2021-10-23,Ryan Watson,,78,0
2021-10-23,Liam Feeney,72,,0
2021-10-23,Nicky Maynard,,72,0
2021-10-30,Mark Duffy,,45,0
2021-10-30,Callum McManaman,45,,0
2021-10-30,Paul Glatzel,,45,0
2021-10-30,Emmanuel Dieseruvwe,68,,0
2021-10-30,Elliott Nevitt,,68,0
2021-10-30,Liam Feeney,45,,0
2021-11-06,Emmanuel Dieseruvwe,,81,0
2021-11-06,Ryan Watson,81,,0
2021-11-06,Tom Davies,,81,0
2021-11-06,Liam Feeney,73,,0
2021-11-06,Sam Foley,,73,0
2021-11-06,Elliott Nevitt,81,,0
2021-11-09,Nicky Maynard,89,,0
2021-11-09,Emmanuel Dieseruvwe,,89,0
2021-11-09,Calum MacDonald,,89,0
2021-11-09,Kieron Morris,89,,0
2021-11-09,Ryan Watson,,67,0
2021-11-09,Stephen Walker,67,,0
2021-11-13,Josh Hawkes,,58,0
2021-11-13,Liam Feeney,58,,0
2021-11-13,Paul Glatzel,,64,0
2021-11-13,Kieron Morris,64,,0
2021-11-20,Elliott Nevitt,45,,0
2021-11-20,Sam Foley,,73,0
2021-11-20,Tom Davies,73,,0
2021-11-20,Nicky Maynard,,45,0
2021-11-23,Calum MacDonald,58,,0
2021-11-23,Callum McManaman,,58,0
2021-11-23,Josh Hawkes,90,,4
2021-11-23,Ryan Watson,,90,4
2021-11-23,Nicky Maynard,87,,0
2021-11-23,Jay Spearing,,87,0
2021-12-04,Paul Glatzel,72,,0
2021-12-04,Jay Spearing,45,,0
2021-12-04,Sam Foley,,45,0
2021-12-04,Josh Hawkes,45,,0
2021-12-04,Callum McManaman,,56,0
2021-12-04,Calum MacDonald,56,,0
2021-12-04,Elliott Nevitt,,72,0
2021-12-04,Nicky Maynard,56,,0
2021-12-04,Emmanuel Dieseruvwe,,56,0
2021-12-04,Ryan Watson,,45,0
2021-12-07,Josh Hawkes,45,,0
2021-12-07,Lee O'Connor,,78,0
2021-12-07,Jay Spearing,78,,0
2021-12-07,Kieron Morris,,80,0
2021-12-07,Callum McManaman,80,,0
2021-12-07,Liam Feeney,,45,0
2021-12-11,Charlie Jolley,82,,0
2021-12-11,Chris Merrie,,78,0
2021-12-11,Elliott Nevitt,78,,0
2021-12-11,Lee O'Connor,,79,0
2021-12-11,Josh Hawkes,79,,0
2021-12-11,Callum McManaman,,82,0
2021-12-18,Josh Hawkes,90,,2
2021-12-18,Ryan Watson,,88,0
2021-12-18,Charlie Jolley,88,,0
2021-12-18,Chris Merrie,,90,2
2021-12-21,Joseph Maguire,90,,0
2021-12-21,Peter Clarke,,90,0
2021-12-21,Chris Merrie,72,,0
2021-12-21,Sam Foley,,62,0
2021-12-21,Mark Duffy,62,,0
2021-12-21,Liam Feeney,71,,0
2021-12-21,Charlie Jolley,,71,0
2021-12-21,Nicky Maynard,72,,0
2021-12-21,Elliott Nevitt,,72,0
2021-12-21,Lee O'Connor,,72,0
2021-12-26,Ryan Watson,,76,0
2021-12-26,Josh Hawkes,76,,0
2021-12-26,Chris Merrie,,76,0
2021-12-26,Jay Spearing,76,,0
2021-12-26,Nicky Maynard,66,,0
2021-12-26,Liam Feeney,,66,0
2022-01-08,Josh McPake,63,,0
2022-01-08,Charlie Jolley,87,,0
2022-01-08,Elliott Nevitt,78,,0
2022-01-08,Paul Glatzel,,78,0
2022-01-08,Sam Foley,,63,0
2022-01-08,Ryan Watson,,87,0
2022-01-11,Paul Glatzel,,58,0
2022-01-11,Elliott Nevitt,45,,0
2022-01-11,Sam Foley,,45,0
2022-01-11,Josh McPake,58,,0
2022-01-15,Kane Hemmings,84,,0
2022-01-15,Elliott Nevitt,,84,0
2022-01-15,Charlie Jolley,79,,0
2022-01-15,Sam Foley,,79,0
2022-01-22,Chris Merrie,,88,0
2022-01-22,Callum McManaman,,75,0
2022-01-22,Charlie Jolley,59,,0
2022-01-22,Elliott Nevitt,,59,0
2022-01-22,Josh McPake,75,,0
2022-01-22,Jay Spearing,88,,0
2022-01-29,Josh Hawkes,,59,0
2022-01-29,Charlie Jolley,45,,0
2022-01-29,Jay Spearing,59,,0
2022-01-29,Elliott Nevitt,,45,0
2022-02-01,Sam Foley,,45,0
2022-02-01,Chris Merrie,,85,0
2022-02-01,Jay Spearing,45,,0
2022-02-01,Josh McPake,51,,0
2022-02-01,Josh Hawkes,,51,0
2022-02-01,Paul Glatzel,85,,0
2022-02-05,Elliott Nevitt,,90,3
2022-02-05,Paul Glatzel,90,,3
2022-02-08,Kane Hemmings,81,,0
2022-02-08,Josh Hawkes,86,,0
2022-02-08,Callum McManaman,,86,0
2022-02-08,Paul Glatzel,82,,0
2022-02-08,Elliott Nevitt,,82,0
2022-02-08,Charlie Jolley,,81,0
2022-02-12,Josh McPake,,62,0
2022-02-12,Sam Foley,,76,0
2022-02-12,Charlie Jolley,61,,0
2022-02-12,Josh Hawkes,62,,0
2022-02-12,Elliott Nevitt,,61,0
2022-02-12,Lewis Warrington,76,,0
2022-02-15,Callum McManaman,,63,0
2022-02-15,Charlie Jolley,63,,0
2022-02-19,Sam Foley,,84,0
2022-02-19,Kane Hemmings,84,,0
2022-02-19,Josh Hawkes,80,,0
2022-02-19,Josh McPake,,80,0
2022-02-26,Josh Hawkes,55,,0
2022-02-26,Sam Foley,,55,0
2022-03-05,Jake Burton,56,,0
2022-03-05,Paul Glatzel,,56,0
2022-03-05,Callum McManaman,71,,0
2022-03-05,Josh Hawkes,,71,0
2022-03-05,Lewis Warrington,56,,0
2022-03-05,Sam Foley,,56,0
2022-03-11,Kieron Morris,29,,0
2022-03-11,Josh Hawkes,,29,0
2022-03-11,Elliott Nevitt,,55,0
2022-03-11,Paul Glatzel,55,,0
2022-03-11,Sam Foley,,89,0
2022-03-11,Josh McPake,89,,0
2022-03-15,Sam Foley,,76,0
2022-03-15,Kane Hemmings,76,,0
2022-03-15,Josh McPake,76,,0
2022-03-15,Callum McManaman,,76,0
2022-03-19,Josh McPake,45,,0
2022-03-19,Sam Foley,,45,0
2022-03-26,Charlie Jolley,,77,0
2022-03-26,Josh Hawkes,77,,0
2022-04-02,Chris Merrie,,45,0
2022-04-02,Kane Hemmings,85,,0
2022-04-02,Nat Knight-Percival,,85,0
2022-04-02,Josh Hawkes,45,,0
2022-04-02,Jay Spearing,,68,0
2022-04-02,Lewis Warrington,68,,0
2022-04-09,Callum McManaman,70,,0
2022-04-09,Sam Foley,,70,0
2022-04-09,Josh Hawkes,76,,0
2022-04-09,Jay Spearing,,76,0
2022-04-15,Callum McManaman,,45,0
2022-04-15,Lee O'Connor,45,,0
2022-04-15,Josh Hawkes,,45,0
2022-04-15,Jay Spearing,45,,0
2022-04-15,Nicky Maynard,,63,0
2022-04-15,Elliott Nevitt,63,,0
2022-04-18,Josh McPake,,87,0
2022-04-18,Callum McManaman,87,,0
2022-04-18,Josh Hawkes,80,,0
2022-04-18,Sam Foley,,80,0
2022-04-23,Lee O'Connor,73,,0
2022-04-23,Nicky Maynard,,73,0
2022-04-23,Josh Hawkes,45,,0
2022-04-23,Jay Spearing,,45,0
2022-04-30,Elliott Nevitt,86,,0
2022-04-30,Sam Foley,,86,0
2022-04-30,Josh McPake,,81,0
2022-04-30,Kieron Morris,81,,0
2022-05-07,Sam Foley,,87,0
2022-05-07,Elliott Nevitt,87,,0
2022-05-07,Jay Spearing,,70,0
2022-05-07,Josh Hawkes,66,,0
2022-05-07,Callum McManaman,,66,0
2022-05-07,Lee O'Connor,70,,0
2022-07-30,Luke Robinson,90,,0
2022-07-30,Jon Nolan,,90,0
2022-07-30,Josh Hawkes,62,,0
2022-07-30,Paul Lewis,,62,0
2022-08-06,Reece McAlear,80,,0
2022-08-06,Jon Nolan,,80,0
2022-08-09,Lee O'Connor,82,,0
2022-08-09,Rhys Hughes,,82,0
2022-08-09,Chris Merrie,71,,0
2022-08-09,Joel Mumbongo,,71,0
2022-08-09,Jordan Turnbull,45,,0
2022-08-09,Reece McAlear,,45,0
2022-08-13,Elliott Nevitt,87,,0
2022-08-13,Jon Nolan,,87,0
2022-08-13,Paul Lewis,73,,0
2022-08-13,Jordan Turnbull,77,,0
2022-08-13,Josh Hawkes,,77,0
2022-08-13,Joel Mumbongo,,73,0
2022-08-16,Jordan Turnbull,65,,0
2022-08-16,Joel Mumbongo,,74,0
2022-08-16,Elliott Nevitt,74,,0
2022-08-16,Josh Hawkes,,65,0
2022-08-20,Paul Lewis,45,,0
2022-08-20,Reece McAlear,72,,0
2022-08-20,Chris Merrie,45,,0
2022-08-20,Jon Nolan,,45,0
2022-08-20,Josh Hawkes,,72,0
2022-08-20,Lee O'Connor,,45,0
2022-08-24,Jon Nolan,58,,0
2022-08-24,Josh Hawkes,,58,0
2022-08-24,Paul Lewis,,70,0
2022-08-24,Kyle Jameson,70,,0
2022-08-27,Jake Burton,,80,0
2022-08-27,Elliott Nevitt,80,,0
2022-08-27,Paul Lewis,,69,0
2022-08-27,Jon Nolan,69,,0
2022-08-27,Rhys Hughes,,69,0
2022-08-27,Reece McAlear,69,,0
2022-09-03,Dynel Simeu,,70,0
2022-09-03,Reece McAlear,64,,0
2022-09-03,Rhys Hughes,,64,0
2022-09-03,Josh Hawkes,70,,0
2022-09-03,Jake Burton,,69,0
2022-09-03,Elliott Nevitt,69,,0
2022-09-03,Paul Lewis,,64,0
2022-09-03,Jon Nolan,64,,0
2022-09-13,Josh Hawkes,,83,0
2022-09-13,Elliott Nevitt,71,,0
2022-09-13,Paul Glatzel,,71,0
2022-09-13,Paul Glatzel,85,,0
2022-09-13,Jake Burton,,85,0
2022-09-13,Paul Lewis,83,,0
2022-09-17,Neill Byrne,,88,0
2022-09-17,Elliott Nevitt,88,,0
2022-09-17,Paul Lewis,,78,0
2022-09-17,Josh Hawkes,78,,0
2022-09-17,Kieron Morris,,73,0
2022-09-17,Rhys Hughes,73,,0
2022-09-20,Elliott Nevitt,68,,0
2022-09-20,Jake Burton,,68,0
2022-09-20,Paul Lewis,69,,0
2022-09-20,Kane Hemmings,,69,0
2022-09-20,Kieron Morris,45,,0
2022-09-20,Arthur Lomax,,45,0
2022-09-24,Paul Lewis,58,,0
2022-09-24,Kieron Morris,,45,0
2022-09-24,Rhys Hughes,45,,0
2022-09-24,Elliott Nevitt,,58,0
2022-10-01,Paul Lewis,,86,0
2022-10-01,Reece McAlear,,86,0
2022-10-01,Elliott Nevitt,86,,0
2022-10-01,Rhys Hughes,,75,0
2022-10-01,Josh Hawkes,75,,0
2022-10-01,Chris Merrie,86,,0
2022-10-01,Neill Byrne,,90,3
2022-10-01,Kieron Morris,90,,3
2022-10-04,Samuel Taylor,,79,0
2022-10-04,Arthur Lomax,,61,0
2022-10-04,Paul Lewis,79,,0
2022-10-04,Jake Burton,61,,0
2022-10-08,Elliott Nevitt,,73,0
2022-10-08,Rhys Hughes,,82,0
2022-10-08,Kieron Morris,82,,0
2022-10-08,Paul Lewis,73,,0
2022-10-14,Elliott Nevitt,,33,0
2022-10-14,Paul Lewis,33,,0
2022-10-14,Jake Burton,,90,4
2022-10-14,Kane Hemmings,90,,4
2022-10-14,Rhys Hughes,,89,0
2022-10-14,Josh Hawkes,89,,0
2022-10-18,Lee O'Connor,,45,0
2022-10-18,Arthur Lomax,66,,0
2022-10-18,Josh Hawkes,,66,0
2022-10-18,Jake Burton,66,,0
2022-10-18,Samuel Taylor,85,,0
2022-10-18,Josh Dacres-Cogley,45,,0
2022-10-18,Kieron Morris,,85,0
2022-10-18,Chris Merrie,,56,0
2022-10-18,Elliott Nevitt,,66,0
2022-10-18,Kyle Jameson,56,,0
2022-10-22,Rhys Hughes,,77,0
2022-10-22,Josh Hawkes,77,,0
2022-10-29,Elliott Nevitt,71,,0
2022-10-29,Jon Nolan,,45,0
2022-10-29,Jake Burton,,71,0
2022-10-29,Chris Merrie,45,,0
2022-11-01,Paul Lewis,,76,0
2022-11-01,Elliott Nevitt,76,,0
2022-11-05,Kyle Jameson,45,,0
2022-11-05,Elliott Nevitt,,60,0
2022-11-05,Paul Lewis,60,,0
2022-11-05,Reece McAlear,,60,0
2022-11-05,Lee O'Connor,60,,0
2022-11-05,Josh Hawkes,,45,0
2022-11-05,Tom Davies,78,,0
2022-11-05,Dynel Simeu,90,,2
2022-11-05,Neill Byrne,,78,0
2022-11-05,Samuel Taylor,,90,2
2022-11-12,Rhys Hughes,,86,0
2022-11-12,Tom Davies,,90,3
2022-11-12,Kieron Morris,90,,3
2022-11-12,Elliott Nevitt,83,,0
2022-11-12,Josh Hawkes,86,,0
2022-11-12,Jake Burton,,83,0
2022-11-19,Josh Hawkes,32,,0
2022-11-19,Chris Merrie,55,,0
2022-11-19,Neill Byrne,,32,0
2022-11-19,Elliott Nevitt,,55,0
2022-11-22,Kieron Morris,75,,0
2022-11-22,Rhys Hughes,,75,0
2022-11-22,Elliott Nevitt,61,,0
2022-11-22,Jon Nolan,61,,0
2022-11-22,Josh Hawkes,,61,0
2022-11-22,Paul Lewis,,61,0
2022-12-03,Paul Lewis,53,,0
2022-12-03,Elliott Nevitt,,53,0
2022-12-10,Jake Burton,,55,0
2022-12-10,Paul Lewis,55,,0
2022-12-10,Joel Mumbongo,,78,0
2022-12-10,Lee O'Connor,78,,0
2022-12-26,Josh Hawkes,87,,0
2022-12-26,Joel Mumbongo,70,,0
2022-12-26,Paul Lewis,,70,0
2022-12-26,Kane Hemmings,87,,0
2022-12-26,Jake Burton,,87,0
2022-12-26,Reece McAlear,,87,0
2022-12-29,Joel Mumbongo,58,,0
2022-12-29,Josh Hawkes,87,,0
2022-12-29,Paul Lewis,,58,0
2022-12-29,Dynel Simeu,,87,0
2023-01-01,Josh Hawkes,78,,0
2023-01-01,Jon Nolan,,78,0
2023-01-01,Elliott Nevitt,58,,0
2023-01-01,Joel Mumbongo,,58,0
2023-01-07,Reece McAlear,,86,0
2023-01-07,Joel Mumbongo,45,,0
2023-01-07,Elliott Nevitt,,45,0
2023-01-07,Josh Hawkes,86,,0
2023-01-14,Joel Mumbongo,45,,1
2023-01-14,Jake Burton,,45,1
2023-01-28,Harvey Saunders,67,,0
2023-01-28,Chris Merrie,74,,0
2023-01-28,Brad Walker,,74,0
2023-01-28,Josh Hawkes,74,,0
2023-01-28,Jake Burton,,67,0
2023-01-28,Logan Chalmers,,74,0
2023-02-04,Harvey Saunders,72,,0
2023-02-04,Kane Hemmings,86,,0
2023-02-04,Jake Burton,,72,0
2023-02-04,Logan Chalmers,,60,0
2023-02-04,Josh Hawkes,60,,0
2023-02-04,Paul Lewis,,86,0
2023-02-04,Lee O'Connor,86,,0
2023-02-04,Regan Hendry,,59,0
2023-02-04,Chris Merrie,59,,0
2023-02-04,Joel Mumbongo,,86,0
2023-02-07,Brad Walker,68,,0
2023-02-07,Paul Lewis,,68,0
2023-02-07,Josh Hawkes,68,,0
2023-02-07,Harvey Saunders,82,,0
2023-02-07,Kane Hemmings,82,,0
2023-02-07,Jake Burton,,82,0
2023-02-07,Logan Chalmers,,68,0
2023-02-07,Joel Mumbongo,,82,0
2023-02-11,Harvey Saunders,76,,0
2023-02-11,Regan Hendry,76,,0
2023-02-11,Jay Turner-Cooke,,76,0
2023-02-11,Josh Hawkes,70,,0
2023-02-11,Logan Chalmers,,70,0
2023-02-11,Joel Mumbongo,,76,0
2023-02-11,Kane Hemmings,69,,0
2023-02-11,Chris Merrie,,69,0
2023-02-14,Joel Mumbongo,,62,0
2023-02-14,Kane Hemmings,62,,0
2023-02-14,Jay Turner-Cooke,,62,0
2023-02-14,Josh Hawkes,62,,0
2023-02-14,Kieron Morris,37,,0
2023-02-14,Logan Chalmers,,37,0
2023-02-18,Jake Burton,,58,0
2023-02-18,Logan Chalmers,,58,0
2023-02-18,Jay Turner-Cooke,58,,0
2023-02-18,Joel Mumbongo,58,,0
2023-02-25,Kyle Jameson,,90,7
2023-02-25,Jake Burton,,89,0
2023-02-25,Harvey Saunders,89,,0
2023-02-25,Josh Hawkes,90,,7
2023-02-25,Chris Merrie,,67,0
2023-02-25,Jay Turner-Cooke,67,,0
2023-02-28,Brad Walker,,63,0
2023-02-28,Regan Hendry,63,,0
2023-02-28,Chris Merrie,,57,0
2023-02-28,Lee O'Connor,57,,0
2023-02-28,Jake Burton,,57,0
2023-02-28,Logan Chalmers,57,,0
2023-03-04,Brad Walker,48,,0
2023-03-04,Jay Turner-Cooke,,48,0
2023-03-04,Paul Lewis,18,,0
2023-03-04,Jake Burton,,18,0
2023-03-11,Joel Mumbongo,,54,0
2023-03-11,Josh Hawkes,77,,0
2023-03-11,Logan Chalmers,,77,0
2023-03-11,Jake Burton,54,,0
2023-03-18,Joel Mumbongo,,63,0
2023-03-18,Jake Burton,63,,0
2023-03-18,Logan Chalmers,57,,0
2023-03-18,Rhys Hughes,,57,0
2023-03-25,Josh Hawkes,72,,0
2023-03-25,Rhys Hughes,45,,0
2023-03-25,Lee O'Connor,,45,0
2023-03-25,Jay Turner-Cooke,,72,0
2023-03-25,Harvey Saunders,90,,7
2023-03-25,Logan Chalmers,,90,7
2023-03-25,Joel Mumbongo,77,,0
2023-03-25,Jake Burton,,77,0
2023-03-31,Jake Burton,,81,0
2023-03-31,Kane Hemmings,,64,0
2023-03-31,Rhys Hughes,81,,0
2023-03-31,Joel Mumbongo,64,,0
2023-04-07,Samuel Taylor,,79,0
2023-04-07,Kane Hemmings,79,,0
2023-04-07,Logan Chalmers,,54,0
2023-04-07,Harvey Saunders,54,,0
2023-04-07,Lee O'Connor,,65,0
2023-04-07,Joel Mumbongo,,45,0
2023-04-07,Rhys Hughes,45,,0
2023-04-07,Florent Hoti,,79,0
2023-04-07,Chris Merrie,79,,0
2023-04-07,Josh Hawkes,65,,0
2023-04-10,Logan Chalmers,71,,0
2023-04-10,Florent Hoti,,71,0
2023-04-10,Harvey Saunders,63,,0
2023-04-10,Jay Turner-Cooke,,63,0
2023-04-15,Lee O'Connor,53,,0
2023-04-15,Jay Turner-Cooke,,53,0
2023-04-15,Rhys Hughes,,66,0
2023-04-15,Logan Chalmers,66,,0
2023-04-15,Jake Burton,,86,0
2023-04-15,Harvey Saunders,66,,0
2023-04-15,Samuel Taylor,,66,0
2023-04-15,Josh Hawkes,86,,0
2023-04-18,Josh Hawkes,90,,0
2023-04-18,Florent Hoti,,90,0
2023-04-18,Jay Turner-Cooke,77,,0
2023-04-18,Lee O'Connor,,77,0
2023-04-22,Florent Hoti,,87,0
2023-04-22,Kane Hemmings,87,,0
2023-04-22,Rhys Hughes,74,,0
2023-04-22,Lee O'Connor,,62,0
2023-04-22,Jay Turner-Cooke,62,,0
2023-04-22,Jake Burton,,74,0
2023-04-29,Jay Turner-Cooke,55,,0
2023-04-29,Florent Hoti,,55,0
2023-04-29,Rhys Hughes,45,,0
2023-04-29,Lee O'Connor,,45,0
2023-04-29,Harvey Saunders,40,,0
2023-04-29,Samuel Taylor,,40,0
2023-05-08,Jordan Turnbull,89,,0
2023-05-08,Rhys Hughes,45,,0
2023-05-08,Jake Burton,,67,0
2023-05-08,Joel Mumbongo,,89,0
2023-05-08,Jay Turner-Cooke,,45,0
2023-05-08,Lee O'Connor,67,,0
2023-08-05,Josh Hawkes,90,,1
2023-08-05,Lee O'Connor,81,,0
2023-08-05,Samuel Taylor,,90,1
2023-08-05,Kristian Dennis,,81,0
2023-08-05,Brad Walker,45,,0
2023-08-05,Kieron Morris,,45,0
2023-08-05,Harvey Saunders,81,,0
2023-08-05,Reece McAlear,,81,0
2023-08-05,Connor Jennings,71,,0
2023-08-05,Luke Norris,,71,0
